"","Individual","WGS","chip","typed","imputed","match.t","match.i"
"633","HG01805","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"634","HG01806","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"635","HG01807","D4","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",TRUE,TRUE
"636","HG01808","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"637","HG01809","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"638","HG01810","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"639","HG01811","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"640","HG01812","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"641","HG01813","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"642","HG01815","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"643","HG01816","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"644","HG01817","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"645","HG01840","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"646","HG01841","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"647","HG01842","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"648","HG01843","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"649","HG01844","D4","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",TRUE,TRUE
"650","HG01845","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"651","HG01846","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"652","HG01847","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"653","HG01848","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"654","HG01849","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"655","HG01850","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"656","HG01851","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"657","HG01852","D","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"658","HG01853","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"659","HG01855","N","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",TRUE,TRUE
"660","HG01857","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"661","HG01858","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"662","HG01859","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"663","HG01860","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"664","HG01861","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"665","HG01862","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"666","HG01863","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"667","HG01864","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"668","HG01865","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"669","HG01866","B4b'd'e","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"670","HG01867","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"671","HG01868","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"672","HG01869","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"673","HG01870","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"674","HG01871","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"675","HG01872","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"676","HG01873","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"677","HG01874","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"678","HG01878","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"679","HG01879","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"680","HG01880","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"681","HG01882","L0","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"682","HG01883","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"683","HG01885","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"684","HG01886","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"685","HG01889","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"686","HG01890","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"687","HG01892","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"688","HG01893","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"689","HG01894","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"690","HG01896","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"691","HG01912","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"692","HG01914","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"693","HG01915","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"694","HG01917","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"695","HG01918","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"696","HG01920","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"697","HG01921","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"698","HG01923","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"699","HG01924","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"700","HG01926","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"701","HG01927","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"702","HG01932","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"703","HG01933","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"704","HG01935","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"705","HG01936","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"706","HG01938","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"707","HG01939","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"708","HG01941","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"709","HG01942","C","InfiniumOmniExpressExome-8v1-4_A1-b37","J","J",FALSE,FALSE
"710","HG01944","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"711","HG01945","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"712","HG01947","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"713","HG01948","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"714","HG01950","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"715","HG01951","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"716","HG01953","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"717","HG01954","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"718","HG01956","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"719","HG01958","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"720","HG01961","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"721","HG01965","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"722","HG01967","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"723","HG01968","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"724","HG01970","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"725","HG01971","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"726","HG01973","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"727","HG01974","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"728","HG01976","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"729","HG01977","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"730","HG01979","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"731","HG01980","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"732","HG01982","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"733","HG01983","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"734","HG01985","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"735","HG01986","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"736","HG01988","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"737","HG01989","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"738","HG01990","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"739","HG01991","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"740","HG01992","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"741","HG01997","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"742","HG02002","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"743","HG02003","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"744","HG02006","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"745","HG02008","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"746","HG02009","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"747","HG02010","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"748","HG02012","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"749","HG02013","N","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",TRUE,TRUE
"750","HG02014","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"751","HG02016","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"752","HG02017","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"753","HG02019","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"754","HG02020","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"755","HG02023","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"756","HG02024","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"757","HG02025","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"758","HG02026","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"759","HG02028","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"760","HG02029","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"761","HG02031","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"762","HG02032","N","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",TRUE,TRUE
"763","HG02035","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"764","HG02040","N","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",TRUE,TRUE
"765","HG02046","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"766","HG02047","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"767","HG02048","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"768","HG02049","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"769","HG02050","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"770","HG02051","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"771","HG02052","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"772","HG02053","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"773","HG02054","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"774","HG02057","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"775","HG02058","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"776","HG02060","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"777","HG02061","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"778","HG02064","B4b'd'e","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"779","HG02067","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"780","HG02069","B4b'd'e","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"781","HG02070","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"782","HG02072","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"783","HG02073","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"784","HG02075","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"785","HG02076","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"786","HG02078","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"787","HG02079","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"788","HG02081","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"789","HG02082","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"790","HG02084","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"791","HG02085","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"792","HG02086","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"793","HG02087","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"794","HG02088","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"795","HG02089","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"796","HG02090","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"797","HG02095","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"798","HG02102","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"799","HG02104","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"800","HG02105","D4","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",TRUE,TRUE
"801","HG02107","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"802","HG02108","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"803","HG02111","L0","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"804","HG02113","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"805","HG02116","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"806","HG02121","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"807","HG02122","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"808","HG02127","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"809","HG02128","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"810","HG02130","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"811","HG02131","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"812","HG02133","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"813","HG02134","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"814","HG02136","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"815","HG02137","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"816","HG02138","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"817","HG02139","A","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"818","HG02140","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"819","HG02141","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"820","HG02142","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"821","HG02143","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"822","HG02144","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"823","HG02146","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"824","HG02147","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"825","HG02150","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"826","HG02151","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"827","HG02152","D","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"828","HG02153","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"829","HG02154","D4","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",TRUE,TRUE
"830","HG02155","D4","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",TRUE,TRUE
"831","HG02156","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"832","HG02164","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"833","HG02165","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"834","HG02166","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"835","HG02178","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"836","HG02179","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"837","HG02180","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"838","HG02181","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"839","HG02182","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"840","HG02184","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"841","HG02185","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"842","HG02186","B5","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"843","HG02187","M","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",FALSE,FALSE
"844","HG02188","R","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"845","HG02190","D","InfiniumOmniExpressExome-8v1-4_A1-b37","H2","H2",FALSE,FALSE
"846","HG02215","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"847","HG02219","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"848","HG02220","K1","InfiniumOmniExpressExome-8v1-4_A1-b37","K1","K1",TRUE,TRUE
"849","HG02221","U","InfiniumOmniExpressExome-8v1-4_A1-b37","U","U",TRUE,TRUE
"850","HG02223","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"851","HG02224","H2a","InfiniumOmniExpressExome-8v1-4_A1-b37","H2","H2",FALSE,FALSE
"852","HG02230","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"853","HG02231","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"854","HG02232","T","InfiniumOmniExpressExome-8v1-4_A1-b37","T","T",TRUE,TRUE
"855","HG02233","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"856","HG02235","T","InfiniumOmniExpressExome-8v1-4_A1-b37","T","T",TRUE,TRUE
"857","HG02236","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"858","HG02238","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"859","HG02239","H","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"860","HG02250","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"861","HG02252","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"862","HG02253","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"863","HG02255","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"864","HG02256","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"865","HG02259","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"866","HG02260","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"867","HG02262","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"868","HG02265","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"869","HG02266","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"870","HG02271","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"871","HG02272","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"872","HG02274","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"873","HG02275","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"874","HG02277","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"875","HG02278","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"876","HG02281","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"877","HG02282","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"878","HG02283","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"879","HG02284","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"880","HG02285","D1","InfiniumOmniExpressExome-8v1-4_A1-b37","D4","D4",FALSE,FALSE
"881","HG02286","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"882","HG02291","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"883","HG02292","C","InfiniumOmniExpressExome-8v1-4_A1-b37","C","C",TRUE,TRUE
"884","HG02298","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"885","HG02299","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"886","HG02301","A2","InfiniumOmniExpressExome-8v1-4_A1-b37","N","N",FALSE,FALSE
"887","HG02304","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"888","HG02307","L1b","InfiniumOmniExpressExome-8v1-4_A1-b37","L1b","L1b",TRUE,TRUE
"889","HG02308","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"890","HG02309","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"891","HG02312","B2","InfiniumOmniExpressExome-8v1-4_A1-b37","B2","B2",TRUE,TRUE
"892","HG02314","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"893","HG02315","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"894","HG02317","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"895","HG02318","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"896","HG02322","L1","InfiniumOmniExpressExome-8v1-4_A1-b37","L1","L1",TRUE,TRUE
"897","HG02323","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
"898","HG02325","L2","InfiniumOmniExpressExome-8v1-4_A1-b37","unclassified","unclassified",FALSE,FALSE
"899","HG02330","L3","InfiniumOmniExpressExome-8v1-4_A1-b37","L3","L3",TRUE,TRUE
