"","Individual","WGS","chip","typed","imputed","match.t","match.i"
"1287","HG03354","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1288","HG03363","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"1289","HG03366","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1290","HG03367","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1291","HG03369","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1292","HG03370","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1293","HG03372","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1294","HG03376","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1295","HG03378","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1296","HG03380","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"1297","HG03382","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1298","HG03385","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"1299","HG03388","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1300","HG03391","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"1301","HG03394","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1302","HG03397","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"1303","HG03401","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1304","HG03410","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1305","HG03419","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1306","HG03428","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1307","HG03432","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1308","HG03433","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1309","HG03436","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"1310","HG03437","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1311","HG03439","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1312","HG03442","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"1313","HG03445","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1314","HG03446","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1315","HG03449","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1316","HG03451","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1317","HG03452","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1318","HG03455","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1319","HG03457","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1320","HG03458","L3'4","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1321","HG03460","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1322","HG03461","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1323","HG03464","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"1324","HG03469","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"1325","HG03470","L1b","HumanOmni1S-8v1_H-b37","L1b","L1b",TRUE,TRUE
"1326","HG03472","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1327","HG03473","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1328","HG03476","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1329","HG03478","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1330","HG03479","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1331","HG03484","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1332","HG03485","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1333","HG03488","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1334","HG03490","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1335","HG03491","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1336","HG03499","L1","HumanOmni1S-8v1_H-b37","L1","L1",TRUE,TRUE
"1337","HG03511","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1338","HG03514","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1339","HG03515","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1340","HG03517","L0","HumanOmni1S-8v1_H-b37","L0","L0",TRUE,TRUE
"1341","HG03518","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1342","HG03520","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1343","HG03521","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1344","HG03538","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1345","HG03539","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1346","HG03547","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1347","HG03548","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1348","HG03556","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1349","HG03557","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1350","HG03558","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1351","HG03559","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1352","HG03563","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1353","HG03565","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1354","HG03567","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1355","HG03571","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1356","HG03572","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1357","HG03575","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1358","HG03577","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1359","HG03578","L2","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1360","HG03583","L3","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1361","HG03585","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1362","HG03589","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1363","HG03593","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1364","HG03594","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1365","HG03595","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1366","HG03598","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1367","HG03600","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1368","HG03603","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1369","HG03604","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1370","HG03607","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1371","HG03611","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1372","HG03615","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1373","HG03616","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1374","HG03619","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1375","HG03624","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1376","HG03625","T","HumanOmni1S-8v1_H-b37","T","T",TRUE,TRUE
"1377","HG03629","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1378","HG03631","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1379","HG03634","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1380","HG03636","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1381","HG03640","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1382","HG03642","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1383","HG03643","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1384","HG03644","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1385","HG03645","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1386","HG03646","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1387","HG03649","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1388","HG03652","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1389","HG03653","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1390","HG03660","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1391","HG03663","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1392","HG03667","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1393","HG03668","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1394","HG03672","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1395","HG03673","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1396","HG03679","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1397","HG03680","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1398","HG03681","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1399","HG03684","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1400","HG03685","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1401","HG03686","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1402","HG03687","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1403","HG03689","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1404","HG03690","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1405","HG03691","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1406","HG03692","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"1407","HG03693","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1408","HG03694","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1409","HG03695","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1410","HG03696","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1411","HG03697","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1412","HG03698","N","HumanOmni1S-8v1_H-b37","N","N",TRUE,TRUE
"1413","HG03702","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1414","HG03703","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1415","HG03705","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1416","HG03706","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1417","HG03708","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1418","HG03709","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1419","HG03711","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1420","HG03713","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1421","HG03714","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1422","HG03715","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1423","HG03716","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1424","HG03717","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1425","HG03718","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1426","HG03720","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1427","HG03722","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1428","HG03727","I","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1429","HG03729","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1430","HG03730","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1431","HG03731","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1432","HG03733","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1433","HG03736","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1434","HG03738","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1435","HG03740","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1436","HG03741","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1437","HG03742","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1438","HG03743","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1439","HG03744","J","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1440","HG03745","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1441","HG03746","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1442","HG03750","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1443","HG03752","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1444","HG03753","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1445","HG03754","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1446","HG03755","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1447","HG03756","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1448","HG03757","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1449","HG03760","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1450","HG03762","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1451","HG03765","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1452","HG03767","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1453","HG03770","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1454","HG03771","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1455","HG03772","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1456","HG03773","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1457","HG03774","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1458","HG03775","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1459","HG03777","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1460","HG03778","W","HumanOmni1S-8v1_H-b37","C","C",FALSE,FALSE
"1461","HG03779","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1462","HG03780","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1463","HG03781","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1464","HG03782","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1465","HG03784","T","HumanOmni1S-8v1_H-b37","T","T",TRUE,TRUE
"1466","HG03785","W","HumanOmni1S-8v1_H-b37","C","C",FALSE,FALSE
"1467","HG03786","W","HumanOmni1S-8v1_H-b37","C","C",FALSE,FALSE
"1468","HG03787","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1469","HG03788","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1470","HG03789","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1471","HG03790","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1472","HG03792","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1473","HG03793","A","HumanOmni1S-8v1_H-b37","A","A",TRUE,TRUE
"1474","HG03796","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1475","HG03800","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1476","HG03802","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1477","HG03803","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1478","HG03805","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1479","HG03808","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1480","HG03809","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1481","HG03812","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1482","HG03814","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1483","HG03815","W","HumanOmni1S-8v1_H-b37","C","C",FALSE,FALSE
"1484","HG03817","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1485","HG03821","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1486","HG03823","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1487","HG03824","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1488","HG03826","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1489","HG03829","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1490","HG03830","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1491","HG03832","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1492","HG03833","J","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1493","HG03836","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1494","HG03837","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1495","HG03838","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1496","HG03844","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"1497","HG03846","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1498","HG03848","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1499","HG03849","H","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"1500","HG03850","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1501","HG03851","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1502","HG03854","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1503","HG03856","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1504","HG03857","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1505","HG03858","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1506","HG03861","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1507","HG03862","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1508","HG03863","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1509","HG03864","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1510","HG03866","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1511","HG03867","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1512","HG03868","J","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1513","HG03869","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1514","HG03870","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1515","HG03871","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1516","HG03872","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1517","HG03873","HV","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"1518","HG03874","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1519","HG03875","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1520","HG03882","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1521","HG03884","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1522","HG03885","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1523","HG03886","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1524","HG03887","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1525","HG03888","A","HumanOmni1S-8v1_H-b37","A","A",TRUE,TRUE
"1526","HG03890","HV","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"1527","HG03894","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1528","HG03895","HV","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"1529","HG03896","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1530","HG03897","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1531","HG03898","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1532","HG03899","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1533","HG03900","HV","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"1534","HG03902","J","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1535","HG03905","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1536","HG03907","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1537","HG03908","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1538","HG03910","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1539","HG03911","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1540","HG03913","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1541","HG03914","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1542","HG03916","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1543","HG03917","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1544","HG03919","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1545","HG03920","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1546","HG03922","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1547","HG03925","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1548","HG03926","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1549","HG03928","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1550","HG03931","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1551","HG03934","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1552","HG03937","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1553","HG03940","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1554","HG03941","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1555","HG03943","N","HumanOmni1S-8v1_H-b37","N","N",TRUE,TRUE
"1556","HG03944","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1557","HG03945","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1558","HG03947","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1559","HG03948","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1560","HG03949","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1561","HG03950","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1562","HG03951","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1563","HG03953","HV","HumanOmni1S-8v1_H-b37","R","R",FALSE,FALSE
"1564","HG03955","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1565","HG03960","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1566","HG03963","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1567","HG03965","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1568","HG03967","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1569","HG03968","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1570","HG03969","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1571","HG03971","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1572","HG03973","R","HumanOmni1S-8v1_H-b37","R","R",TRUE,TRUE
"1573","HG03974","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1574","HG03976","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1575","HG03977","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1576","HG03978","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1577","HG03985","U","HumanOmni1S-8v1_H-b37","U","U",TRUE,TRUE
"1578","HG03986","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1579","HG03989","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1580","HG03990","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
"1581","HG03991","M","HumanOmni1S-8v1_H-b37","unclassified","unclassified",FALSE,FALSE
